n,b1,b2,b3,b4
10,15.866,8.871871871871871,17.19939879759519,8.481481481481481
100,152.33911159263272,82.03323262839879,104.16851664984864,79.86046511627907
1000,1477.8,768.2119205298013,972.2173913043479,727.3846153846154
10000,14747.0,7738.25,9762.0,7259.428571428572
100000,149021.5,78142.0,97835.0,73966.0
1000000,1.936135e6,1.053404e6,1.350809e6,1.01211e6
10000000,3.1576895e7,1.9272558e7,2.5084929e7,1.9664529e7
100000000,1.823349798e9,1.072855085e9,1.3167959675e9,1.068761966e9
